district,date,min_price,max_price,production_total,price_range,week_of_year,week_sin,week_cos,price_4w_avg,price_8w_avg,price_change,year,month,week,lag_1,lag_2,lag_4,lag_12,rolling_mean_4,rolling_std_4,season_Yala,avg_price
Ampara,2015-03-26,0.2,0.13043478260869565,0.5584532231457394,0.13333333333333333,0.23076923076923078,1.0,0.49999999999999994,0.1217473684210526,0.09881365089370137,0.40524017467248924,0.0,0.1818181818181818,0.23076923076923078,0.12379495026778883,0.13159908186687072,0.11507268553940322,0.04743687834736035,0.1217473684210526,0.032149989892168836,0.0,0.12119357306809489
Ampara,2015-04-02,0.2,0.13043478260869565,0.5617723336082735,0.13333333333333333,0.25000000000000006,0.9963544370490269,0.4397316598723386,0.11941052631578947,0.10356354959254421,0.39650655021834064,0.0,0.2727272727272727,0.25000000000000006,0.12119357306809489,0.12379495026778883,0.12402448355011478,0.036725325172149964,0.11941052631578947,0.04783807730206408,1.0,0.11553175210405506
Ampara,2015-04-09,0.2,0.12318840579710141,0.5617723336082735,0.11111111111111112,0.2692307692307693,0.985470908713026,0.38034216785622127,0.11347368421052628,0.10620863536085723,0.39694323144104815,0.0,0.2727272727272727,0.2692307692307693,0.11553175210405506,0.12119357306809489,0.13159908186687072,0.040397857689364935,0.11347368421052628,0.043989116552983654,1.0,0.11002295332823261
Ampara,2015-04-16,0.17931034482758618,0.10869565217391305,0.5617723336082735,0.13333333333333333,0.2884615384615385,0.9675081213427075,0.32269755647873233,0.1081894736842105,0.10665886272567643,0.3971615720524018,0.0,0.2727272727272727,0.2884615384615385,0.11002295332823261,0.11553175210405506,0.12379495026778883,0.05853098699311399,0.1081894736842105,0.05119413913707884,1.0,0.10459066564651873
Ampara,2015-04-23,0.1724137931034483,0.11594202898550723,0.5617723336082735,0.17777777777777778,0.3076923076923077,0.9427280128266049,0.2676384139781157,0.10164210526315792,0.10405879969384535,0.3921397379912665,0.0,0.2727272727272727,0.3076923076923077,0.10459066564651873,0.11002295332823261,0.12119357306809489,0.07146136189747512,0.10164210526315792,0.05550483935624838,1.0,0.09739862280030606
Ampara,2015-04-30,0.1724137931034483,0.10869565217391305,0.5617723336082735,0.15555555555555556,0.3269230769230769,0.9114919329468283,0.21596762663442215,0.09549473684210524,0.09952275899329155,0.4006550218340611,0.0,0.2727272727272727,0.3269230769230769,0.09739862280030606,0.10459066564651873,0.11553175210405506,0.08324407039020656,0.09549473684210524,0.05362688273227505,1.0,0.09319051262433051
Ampara,2015-05-07,0.1724137931034483,0.09420289855072464,0.5617723336082735,0.11111111111111112,0.3461538461538462,0.8742553740855507,0.16843867087960251,0.08879999999999999,0.09276934852100305,0.3912663755458517,0.0,0.36363636363636365,0.3461538461538462,0.09319051262433051,0.09739862280030606,0.11002295332823261,0.09204284621270084,0.08879999999999999,0.05666244131008343,1.0,0.08569242540168323
Ampara,2015-05-14,0.16551724137931034,0.09420289855072464,0.5617723336082735,0.13333333333333333,0.3653846153846154,0.8315613291203976,0.1257446259144494,0.08145263157894733,0.0860159380487146,0.3903930131004368,0.0,0.36363636363636365,0.3653846153846154,0.08569242540168323,0.09319051262433051,0.10459066564651873,0.1015302218821729,0.08145263157894733,0.061617894338653424,1.0,0.07788829380260137
Ampara,2015-05-21,0.1586206896551724,0.08695652173913043,0.5617723336082735,0.13333333333333333,0.38461538461538464,0.7840323733655779,0.08850806705317182,0.07526315789473687,0.0792062491558237,0.4041484716157206,0.0,0.36363636363636365,0.38461538461538464,0.07788829380260137,0.08569242540168323,0.09739862280030606,0.11507268553940322,0.07526315789473687,0.0589279490326437,1.0,0.07490436113236418
Ampara,2015-05-28,0.15172413793103445,0.07971014492753623,0.5617723336082735,0.13333333333333333,0.4038461538461539,0.7323615860218845,0.05727198717339521,0.06880000000000003,0.07246409436765566,0.39781659388646295,0.0,0.36363636363636365,0.4038461538461539,0.07490436113236418,0.07788829380260137,0.09319051262433051,0.12402448355011478,0.06880000000000003,0.04790719388770402,1.0,0.06970160673297629
Ampara,2015-06-04,0.15172413793103445,0.07246376811594202,0.5617723336082735,0.11111111111111112,0.42307692307692313,0.6773024435212679,0.03249187865729258,0.06296842105263156,0.06576696231596957,0.39781659388646295,0.0,0.4545454545454545,0.42307692307692313,0.06970160673297629,0.07490436113236418,0.08569242540168323,0.13159908186687072,0.06296842105263156,0.042287435649625234,1.0,0.06449885233358837
Ampara,2015-06-11,0.14482758620689656,0.07246376811594202,0.5617723336082735,0.13333333333333333,0.44230769230769235,0.6196578321437788,0.014529091286973994,0.05688421052631576,0.05858583584710281,0.3877729257641922,0.0,0.4545454545454545,0.44230769230769235,0.06449885233358837,0.06970160673297629,0.07788829380260137,0.12379495026778883,0.05688421052631576,0.05846523602544959,1.0,0.05577658760520274
Ampara,2015-06-18,0.1586206896551724,0.050724637681159396,0.5617723336082735,0.022222222222222223,0.46153846153846156,0.5602683401276615,0.0036455629509730136,0.051221052631578945,0.052248885687272095,0.4085152838427948,0.0,0.4545454545454545,0.46153846153846156,0.05577658760520274,0.06449885233358837,0.07490436113236418,0.12119357306809489,0.051221052631578945,0.0523177691936245,1.0,0.05432287681713846
Ampara,2015-06-25,0.1586206896551724,0.0579710144927536,0.5617723336082735,0.044444444444444446,0.4807692307692308,0.49999999999999983,0.0,0.04825263157894735,0.04720633920129663,0.4257641921397381,0.0,0.4545454545454545,0.4807692307692308,0.05432287681713846,0.05577658760520274,0.06970160673297629,0.11553175210405506,0.04825263157894735,0.03231369515829798,1.0,0.05891354246365724
Ampara,2015-07-02,0.1724137931034483,0.0579710144927536,0.5617723336082735,0.0,0.5,0.4397316598723386,0.0036455629509730136,0.04882105263157893,0.04439241817117645,0.43449781659388653,0.0,0.5454545454545454,0.5,0.05891354246365724,0.05432287681713846,0.06449885233358837,0.11002295332823261,0.04882105263157893,0.03914264528365591,1.0,0.06656465187452179
Ampara,2015-07-09,0.1586206896551724,0.043478260869565216,0.5617723336082735,0.0,0.5192307692307693,0.3803421678562213,0.014529091286973994,0.047578947368421054,0.04047544009724913,0.368995633187773,0.0,0.5454545454545454,0.5192307692307693,0.06656465187452179,0.05891354246365724,0.05577658760520274,0.10459066564651873,0.047578947368421054,0.047707951110405204,1.0,0.051262433052792655
Ampara,2015-07-16,0.15172413793103445,0.043478260869565216,0.5617723336082735,0.022222222222222223,0.5384615384615384,0.3226975564787322,0.03249187865729258,0.04589473684210524,0.03654720633920128,0.4039301310043669,0.0,0.5454545454545454,0.5384615384615384,0.051262433052792655,0.06656465187452179,0.05432287681713846,0.09739862280030606,0.04589473684210524,0.058985134538306006,1.0,0.04820198928844682
Ampara,2015-07-23,0.13103448275862067,0.06521739130434781,0.5617723336082735,0.15555555555555556,0.5576923076923077,0.267638413978116,0.057271987173394934,0.0435157894736842,0.03368826257259916,0.41855895196506554,0.0,0.5454545454545454,0.5576923076923077,0.04820198928844682,0.051262433052792655,0.05891354246365724,0.09319051262433051,0.0435157894736842,0.06038514068511374,1.0,0.05026778882938027
Ampara,2015-07-30,0.15172413793103445,0.047101449275362306,0.5617723336082735,0.03333333333333333,0.5769230769230769,0.2159676266344222,0.08850806705317171,0.03888421052631577,0.03151591553734634,0.41113537117903937,0.0,0.5454545454545454,0.5769230769230769,0.05026778882938027,0.04820198928844682,0.06656465187452179,0.08569242540168323,0.03888421052631577,0.009159582895859488,1.0,0.04973221117061974
Ampara,2015-08-06,0.15172413793103445,0.043478260869565216,0.5617723336082735,0.022222222222222223,0.5961538461538461,0.16843867087960251,0.12574462591444935,0.03825263157894737,0.030514159650623596,0.41048034934497823,0.0,0.6363636363636364,0.5961538461538461,0.04973221117061974,0.05026778882938027,0.051262433052792655,0.07788829380260137,0.03825263157894737,0.0064642127454858644,1.0,0.04896710022953327
Ampara,2015-08-13,0.14482758620689656,0.06521739130434781,0.5617723336082735,0.11111111111111112,0.6153846153846154,0.12574462591444946,0.1684386708796024,0.0414736842105263,0.031335824591418704,0.4438864628820961,0.0,0.6363636363636364,0.6153846153846154,0.04896710022953327,0.04973221117061974,0.04820198928844682,0.07490436113236418,0.0414736842105263,0.03694492244253768,1.0,0.059908186687069626
Ampara,2015-08-20,0.16551724137931034,0.0579710144927536,0.5617723336082735,0.022222222222222223,0.6346153846153846,0.08850806705317182,0.21596762663442204,0.04511578947368422,0.03201116563864753,0.42292576419213984,0.0,0.6363636363636364,0.6346153846153846,0.059908186687069626,0.04896710022953327,0.05026778882938027,0.06970160673297629,0.04511578947368422,0.05225832424594594,1.0,0.06350420811017599
Ampara,2015-08-27,0.1586206896551724,0.08695652173913043,0.5617723336082735,0.13333333333333333,0.6538461538461539,0.05727198717339521,0.26763841397811544,0.05157894736842106,0.03299041015712939,0.4403930131004367,0.0,0.6363636363636364,0.6538461538461539,0.06350420811017599,0.059908186687069626,0.04973221117061974,0.06449885233358837,0.05157894736842106,0.07179832456913744,1.0,0.07322111706197398
Ampara,2015-09-03,0.16551724137931034,0.09420289855072464,0.6320208901719433,0.13333333333333333,0.673076923076923,0.03249187865729258,0.32269755647873205,0.058252631578947334,0.036220791499707417,0.41266375545851536,0.0,0.7272727272727273,0.673076923076923,0.07322111706197398,0.06350420811017599,0.04896710022953327,0.05577658760520274,0.058252631578947334,0.04880373598247246,0.0,0.07322111706197398
Ampara,2015-09-10,0.18620689655172412,0.07608695652173911,0.6320208901719433,0.011111111111111112,0.6923076923076923,0.014529091286973994,0.38034216785622116,0.06471578947368423,0.04139840619512852,0.44170305676855903,0.0,0.7272727272727273,0.6923076923076923,0.07322111706197398,0.07322111706197398,0.059908186687069626,0.05432287681713846,0.06471578947368423,0.058222922310064665,0.0,0.0833970925784239
Ampara,2015-09-17,0.18620689655172412,0.07608695652173911,0.6320208901719433,0.011111111111111112,0.7115384615384616,0.0036455629509730136,0.43973165987233825,0.07039999999999996,0.04638467426050158,0.41484716157205237,0.0,0.7272727272727273,0.7115384615384616,0.0833970925784239,0.07322111706197398,0.06350420811017599,0.05891354246365724,0.07039999999999996,0.04375485974379636,0.0,0.08416220351951031
Ampara,2015-09-24,0.18275862068965515,0.07608695652173911,0.6320208901719433,0.022222222222222223,0.7307692307692307,0.0,0.4999999999999999,0.07277894736842105,0.051112061591103486,0.40611353711790404,0.0,0.7272727272727273,0.7307692307692307,0.08416220351951031,0.0833970925784239,0.07322111706197398,0.06656465187452179,0.07277894736842105,0.03620993518528067,0.0,0.08186687069625095
Ampara,2015-10-01,0.1724137931034483,0.09420289855072464,0.6320208901719433,0.11111111111111112,0.75,0.0036455629509730136,0.5602683401276616,0.07621052631578945,0.05651478996893433,0.4235807860262009,0.0,0.8181818181818182,0.75,0.08186687069625095,0.08416220351951031,0.07322111706197398,0.051262433052792655,0.07621052631578945,0.01141693459500318,0.0,0.08569242540168323
