N,P,K,temperature,humidity,rainfall,yield
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.5321221082183167,1.3615703603922515,5838.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.6002759544017544,-1.4571305598358661,1.3615703603922515,5902.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,1.4716341970248419,1.0928927392179173,-0.3473695032281576,6050.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-0.27108228822133307,1.5303967366045956,-0.3473695032281576,5836.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.4446213087409807,-0.9688021809083033,5674.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-2.013798773467508,0.29288542971084747,-0.9688021809083033,6122.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.5321221082183167,1.3615703603922515,5527.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.6002759544017544,-1.4571305598358661,1.3615703603922515,6115.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,1.4716341970248419,1.0928927392179173,-0.3473695032281576,5885.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-0.27108228822133307,1.5303967366045956,-0.3473695032281576,5410.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.4446213087409807,-0.9688021809083033,5692.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-2.013798773467508,0.29288542971084747,-0.9688021809083033,6015.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.5321221082183167,1.3615703603922515,5766.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.6002759544017544,-1.4571305598358661,1.3615703603922515,5743.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,1.4716341970248419,1.0928927392179173,-0.3473695032281576,6321.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-0.27108228822133307,1.5303967366045956,-0.3473695032281576,5463.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.4446213087409807,-0.9688021809083033,6213.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-2.013798773467508,0.29288542971084747,-0.9688021809083033,5611.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.5321221082183167,1.3615703603922515,5731.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.6002759544017544,-1.4571305598358661,1.3615703603922515,5943.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,1.4716341970248419,1.0928927392179173,-0.3473695032281576,6227.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-0.27108228822133307,1.5303967366045956,-0.3473695032281576,5786.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.4446213087409807,-0.9688021809083033,5941.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-2.013798773467508,0.29288542971084747,-0.9688021809083033,6416.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.5321221082183167,1.3615703603922515,5916.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.6002759544017544,-1.4571305598358661,1.3615703603922515,6227.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,1.4716341970248419,1.0928927392179173,-0.3473695032281576,5577.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-0.27108228822133307,1.5303967366045956,-0.3473695032281576,5634.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.4446213087409807,-0.9688021809083033,5923.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-2.013798773467508,0.29288542971084747,-0.9688021809083033,5754.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.5321221082183167,1.3615703603922515,5855.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.6002759544017544,-1.4571305598358661,1.3615703603922515,5753.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,1.4716341970248419,1.0928927392179173,-0.3473695032281576,5840.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,-0.27108228822133307,1.5303967366045956,-0.3473695032281576,5627.0
1.5878318795246056,1.5878318795246054,1.5878318795246065,0.019370459319696096,-0.4446213087409807,-0.9688021809083033,6362.0
