temperature,humidity,rainfall,N,P,K
-0.9355869259076098,0.47266645756791276,1.8103605001948384,90,42,43
-0.7596460261263331,0.3970512469186057,2.242057909538095,85,58,41
-0.5158981414813986,0.48695381219886713,2.921066034515692,60,55,44
0.1728070378828599,0.38980549267194176,2.5370480328062364,74,35,40
-1.08364706156879,0.4547916289680062,2.8983726728997685,78,42,42
-0.505312751519144,0.5340972847724778,2.6861213233058905,69,37,42
-0.5742913207054149,0.5012695767796143,3.055027135535316,69,55,38
-1.0544982310358721,0.512711020611868,2.5208532056094395,94,53,40
-0.21735150114280835,0.5415145284252698,2.311047565493567,89,54,38
-0.47253804719810333,0.5189620775395833,2.142936010711277,68,58,38
0.17994542468201027,0.4463754150700911,2.9329071753597935,91,53,40
-0.3234034789212394,0.44786145981332975,2.6684354493681046,90,46,42
0.23398110570686714,0.42253354547776106,3.2936545330358116,78,58,44
-0.31629368021281684,0.47509820182257806,1.4889862319641058,93,56,36
0.009798961318188814,0.41251511410106834,1.9314147556742225,94,50,37
-0.2635306620553619,0.3961802092781758,2.322697185211281,60,48,39
-0.7958614107694351,0.5079616350903209,3.1520386656675674,85,38,41
-0.35995834936391546,0.4014780671721616,1.8708863903534874,91,35,39
-0.7409222963007539,0.3913302035558717,2.2038290220065724,77,38,36
-0.4023246060206703,0.5438680683819721,3.4185447528580655,88,35,40
-0.8476285488705975,0.4040201859933811,1.492992614856599,89,45,36
-0.09062314970899395,0.522731734237006,2.328120367262046,76,40,43
-0.7246431139063119,0.4264418388844951,2.000011712604836,67,59,41
-0.9014558724316065,0.5030208533853583,2.3594833153221466,83,41,43
-0.4212127000843193,0.4425617361363141,2.1947855714290325,98,47,37
-0.10678479560439068,0.40622729635070476,2.794389402856686,66,53,41
0.1467680812112421,0.564373833904118,3.0556414361858066,97,59,43
-0.21471527543238098,0.4071749811487219,2.8537116872114874,97,50,41
-0.9561262315887107,0.5847571913902976,2.4863987637230927,60,49,44
-0.6547369221130126,0.41163070733677226,1.7201551343696106,84,51,35
-0.8236294066936031,0.6047949576085686,3.0709857430903917,73,57,41
-0.6788856693064965,0.39757365493556845,1.7585412074334552,92,35,40
-0.21498971754788324,0.5056472595053196,2.2060258411969382,85,37,39
-1.056605362750975,0.45632268072881854,3.038954361128983,98,53,38
0.023542350633521263,0.5571239415097307,2.359930220396707,88,54,44
0.2329032440215007,0.47919616220519573,1.635859070609037,95,55,42
0.2254372052686653,0.4355842278475922,3.0727726863590066,99,57,35
-0.3462529148722775,0.524320918190261,3.3084492283790365,95,39,36
-0.9079917543052934,0.5153226258115465,3.547820745141535,60,43,44
-0.28508200155534563,0.550209585012247,2.7949439283427773,63,44,41
-0.5599705736340412,0.47556181947899406,2.6435944533084315,62,42,36
0.0026779134439616874,0.5412093378967243,1.937115397935009,64,45,43
-0.003791427490572247,0.38920932175625317,1.7721294705561266,83,60,36
-0.3526981654071353,0.598947443987341,3.550701222300014,82,40,40
0.13773781385506995,0.48903061425665845,2.949664095486769,85,52,45
-0.14201435826886027,0.4063157739115036,1.459902746208491,91,35,38
-0.12986709620104045,0.5839435675731633,1.701534622848075,76,49,42
-0.4691482557713249,0.5889925799687783,2.3583506356518926,74,39,38
-0.7802241438985498,0.41457071281286934,1.9537501433333875,79,43,39
-0.19373360198490058,0.40127368059232765,2.734628645358168,88,55,45
-0.4316016000082146,0.5203042215764565,2.119197005951925,60,36,43
-1.1003895772512724,0.39831421625266394,1.9131066496474356,76,60,39
-0.34745078807069324,0.482684344439661,1.6676618531520018,93,56,42
-0.719837948289876,0.46801380388879654,2.2549462878212063,65,60,43
0.1210692937828113,0.5550391816829003,3.3313628230015544,95,52,36
-0.4285301747882477,0.5980454571710913,3.2845071693299546,75,38,39
0.007760987775721885,0.5385940819980559,2.0732249360060897,74,54,38
-0.23165757392923625,0.4929542858847101,2.9940823551329916,91,36,45
-1.054014273947977,0.47809344085588695,1.6104918459898352,71,46,40
-0.768856789755189,0.39342774711882766,3.175832495267145,99,55,35
-1.027491014516118,0.48188899029089055,2.578672546065486,72,40,38
0.027464609817730207,0.5407532534572247,2.587982604359279,83,58,45
-0.9878386531832443,0.5522177026233661,3.2046345095941806,93,58,38
-0.7456992214740787,0.41543591544487185,1.8003196357351208,70,36,42
-1.0928278030604959,0.5305494397116229,2.915114179682837,76,47,42
-0.2287803750875737,0.5061639259602487,1.439561121629991,99,41,36
-0.8834928686781368,0.39774244383079016,1.7327852440487348,99,54,37
0.033769584538924285,0.4775407696854228,2.548841583199302,86,59,35
-0.3901150735486356,0.39553879233779354,2.905524979524782,69,46,41
-0.431463785381662,0.4082483895326122,3.0218864587254584,91,56,37
-0.12632816592162321,0.5575346860288822,1.844296583081115,61,52,41
-0.5705239997681911,0.4802115291474666,2.8650701878283993,67,45,38
-0.146809299884909,0.5102912675960329,3.4969998818067753,79,42,37
-0.8478810496807859,0.5176132902728358,1.6171562162687811,78,43,42
0.13400447942299842,0.5879671329461187,2.8032636615458104,75,54,36
-0.6691319176292401,0.4661964287856031,3.1779538565933323,97,36,45
0.22013996420235732,0.4629275252513402,3.2202729385535704,67,47,44
-0.1436085122210897,0.47161190334160374,1.501158278319585,73,35,38
0.2505047851152123,0.4482982030957766,1.658231208965275,77,36,37
-0.5802915645124315,0.5502089780599537,1.7735566490154142,81,41,38
0.09331867431370672,0.39975378444394666,1.445798502789314,68,57,43
-0.036832607660970754,0.5150804132100362,1.6724415203597631,72,45,35
0.15545152858827255,0.4301488402246431,2.1822108726211566,61,53,43
0.08443803962781203,0.6059321233882062,1.5158551792807684,67,43,39
-0.06587953003546702,0.40711848067406586,2.123034160556561,67,58,39
-0.6973649692773715,0.538601825918618,2.3345299341639256,66,60,38
-0.46025228508484883,0.44707976501135815,2.5270933076270863,82,43,38
-0.02574251434419311,0.44587210785527553,1.4412592229594348,84,50,44
-0.38329926028257744,0.4292205877837638,2.3703288185768625,81,53,42
-0.9464455056638357,0.5684240166734607,2.3070069798649726,91,50,40
0.25949265921475495,0.46868453424385853,3.407273965797606,93,53,38
-0.3518250819953728,0.5571782302699981,2.506787667537397,90,44,38
0.1802403404768047,0.388202173603954,2.101206978272993,81,45,35
0.16751069753992534,0.5559452787926596,2.634627929312574,78,40,38
-0.5767130103057011,0.5089732754084086,2.794254535642505,60,51,36
-0.5793573741308113,0.5382963069799117,1.6525622869986158,88,46,42
-0.8064595945590675,0.47883467336967095,3.5027406271532833,93,47,37
-0.8311121048782917,0.5322643598300717,3.3508059673824673,60,55,45
0.18315439391646401,0.592654849239394,1.4588643611138867,78,35,44
-0.4458560095933024,0.5442058937155045,1.5460664926609582,65,37,40
-0.5931034912947794,-0.3500229441299534,-0.28581054870865336,71,54,16
0.09559131592380017,0.0041776895735793195,-0.021792544861104702,61,44,17
-0.4063966894764001,0.005019799265700786,-0.668725110419978,80,43,16
-1.1148593545354037,-0.6199381960904886,-0.7791653842103304,73,58,21
-1.4098160236034616,-0.39475442647727454,-0.6920498866122491,61,38,20
-0.758375624943716,-0.6142920068826758,-0.02506986148102234,68,41,16
0.0010810750990490258,-0.22362550643285398,0.036432472841007035,93,41,17
-0.08381461333965601,-0.21526316123569786,-0.4622230323780095,89,60,19
-1.0270246175834483,-0.40107960211882654,-0.6949685642575958,76,44,17
-0.13720662085016294,-0.21095097140293395,0.10469521555092441,67,60,25
-0.45418435073121644,0.08861119283478289,-0.16682823976436412,70,44,19
-0.15329611208749302,-0.14031883054553457,-0.5352338918049606,90,49,21
-0.6599333315433494,-0.5679393212653754,-0.7205897446928456,62,52,16
-1.3310813758712212,-0.2566908751096596,-0.15836962630862061,92,44,16
-0.08417754165016648,-0.5068393320301545,-0.5703774375620043,66,54,21
-1.4542317775310951,-0.7277845394816165,-0.7232582660779444,63,58,22
-0.1981852257764977,-0.047870377589288075,0.012720864122017811,70,47,17
-0.09366388317509237,-0.2794374155014845,-0.4873720701852731,61,41,17
-0.4983140044965383,-0.5106234886426516,-0.6909769518948564,66,53,19
-1.4944712287780286,-0.3858306908423649,-0.3499355143646992,74,55,19
-0.13512544419013972,0.10434428851009898,-0.43174958841298794,77,57,21
-1.4753578847367548,-0.01740105708476562,-0.28002305847015535,99,50,15
-1.44839113360957,-0.21664518576711034,-0.40927392239852767,74,56,22
-1.339786341845667,-0.5719529768280524,-0.4315220480363231,83,45,21
0.020288854850239332,-0.19137966576788168,-0.5268591344747565,100,48,16
-0.054965214070019294,-0.13403355112267432,-0.12739537843063017,79,51,16
-0.3407535562218029,-0.6286975118983131,-0.01152881753507469,94,39,18
-0.8060096595311955,0.0012256128901038388,-0.01780592504589205,75,49,15
-0.4990510707779516,-0.37635458234663016,-0.6011171241568718,78,48,22
0.00016391352487474535,-0.3598855882393794,0.09767282217597412,87,54,20
-0.8238803371637009,-0.3737686852380537,-0.6838389376929205,87,35,25
-1.402062069414674,-0.7165944695914837,-0.2270525225048646,63,43,19
-0.608608257016902,-0.15675652685003783,-0.7107900219894552,84,57,25
-0.5127526831210678,-0.43070966439400055,-0.7357277608512763,64,35,23
-0.142732556765942,-0.26360830365731464,-0.28271168344931885,60,46,22
0.030716898710703436,0.1171375148355541,0.07333643704695646,98,44,21
-1.2281692091546073,-0.40991845338645466,-0.7737007350047361,75,56,18
-0.8048598446653588,-0.5319947002965361,0.11443771924076315,86,55,21
-0.3592588843327677,0.15038389861017876,-0.2129419015393755,98,35,18
-1.3107838018252487,0.13676549211389566,-0.16745858128514915,76,57,18
-0.2978020170235447,0.0740986494685279,-0.5894531727046829,99,56,17
-0.16227561696569784,-0.06452346693123612,-0.48657054336060745,60,44,23
-0.7870695230142608,-0.5033577759536272,-0.6232608179742948,74,48,17
-0.04755589126060028,-0.6411646157031803,-0.03209020010744602,89,60,17
-0.6713671298376056,0.06167681415142966,0.057468536902475796,69,51,23
-0.9941741616366628,-0.11143899320242867,-0.6764791216684196,96,46,22
-0.1464101372113565,-0.12306601887570026,-0.222092815646849,61,60,15
-1.101995869241056,-0.6795399997395585,0.10119928751957254,74,58,18
0.06644588680677632,-0.430884787876443,-0.07068486618218071,74,43,23
-1.2498217318887204,-0.2700632745417605,-0.5850141089117512,63,43,17
-0.9948301963941394,-0.2756641732479901,-0.4571335127323928,99,36,20
-0.17818293887618483,-0.662549057209864,-0.27317848601744493,77,36,23
-1.0554014985569695,-0.3400442598171331,-0.745463065641384,87,60,23
-1.4215852386399508,-0.3255338401100125,-0.49231212407432157,60,38,17
-0.4394901886379622,-0.43746873050744295,0.07018100214012359,94,54,17
-1.139108862255118,-0.4598990599860041,-0.04904334962869053,95,38,22
-0.7401279214947568,-0.4300030007559824,0.06924152161055508,84,44,21
-0.5551775519809712,-0.6727282150348091,-0.03400392263412694,77,58,19
-1.2914509992996135,-0.11046412718483484,-0.41383428806142564,66,44,20
-0.7089313358795885,-0.27523017630112373,-0.3590960532127467,63,35,16
-0.3576784288818304,-0.5497343222987209,-0.24572269924565712,79,45,20
-1.4006912770814206,-0.1102557781185269,-0.27957158599355536,72,60,25
-0.41742701900729634,-0.45651791250806445,-0.7040697048574718,67,51,24
0.18441522688851747,0.06335006975790344,-0.5483083678795313,86,36,24
-1.2484914306265529,-0.08297711866307553,-0.3686053185571986,76,48,18
-0.9732641371779869,-0.5411015868184595,0.0034175906842981592,75,53,18
-1.2423628041098789,-0.15487329944469913,-0.3500527764425451,81,45,23
-0.19968438106670386,0.09465516716437275,-0.12506306795764283,73,45,21
-0.6602356427510987,-0.5373099149595064,-0.6460283609259493,71,35,24
0.01693262919598472,-0.4558779925070172,-0.36866342353317944,96,54,22
-1.2671262396976033,-0.1426849794756363,-0.28414736809431346,99,39,18
-0.7732057093543327,-0.4945054643620475,-0.14104366605388002,62,48,20
-1.0072054797441723,-0.5512180066220125,-0.6525240334389117,86,37,16
-0.4568189389423545,0.09630842254716658,-0.1068840995087993,94,50,19
-0.2689328393698501,-0.7113912270689786,-0.7138877208286564,76,39,24
-0.1486380251165082,-0.2578659783278265,-0.5030575980212296,77,52,17
-0.5905530278812654,-0.2563958055442984,-0.27829457780204475,74,39,23
-1.4961467006684257,-0.48820511760683166,0.013986596494245204,81,49,20
-0.4649525618595968,0.038163687172784566,-0.6617674166899952,63,42,21
-0.5398285304162198,0.005186510326461891,-0.650383098130548,99,38,21
0.07082919981680573,-0.09515008287389726,-0.004372195756159043,90,52,25
0.10421452347474558,-0.23703396314408678,0.06865810588698701,68,40,19
-1.3738168125697894,-0.44604958751541185,-0.5174395273269712,60,57,24
-0.10041670308791345,-0.6965553295315298,-0.4605053346807314,71,52,18
-0.4499266728295036,-0.5497151725270694,0.028112362903745036,61,59,17
-0.10544915913645744,-0.24978134502852378,-0.745674378964606,88,38,15
-0.04909736672242504,0.04666777257772886,0.08096611325989173,65,60,22
-0.05413679745129475,-0.36676627797820016,-0.5267515313529605,78,37,22
-0.11988120480246588,-0.16466383079290847,-0.7379997963955208,78,58,15
-1.3725713827575161,0.001558703007373499,-0.6102498086955755,92,60,23
-1.0343004911142397,-0.34787572841795616,0.09175910303897888,79,59,17
-1.4860437567120914,0.050697476210627264,-0.4459306615913301,91,55,15
0.1093539838797404,0.02159541435963098,-0.4297755239825904,76,51,18
-1.3752381007194856,-0.453888112666694,-0.17914465468048674,87,48,25
0.09055773199577057,-0.5440693099323706,-0.3222575765176963,71,60,22
-1.3210065656933878,0.059261283295218944,-0.38441498923960526,90,57,24
-0.45644084252926026,-0.36998028175654935,0.09639745669130109,67,35,22
-1.356611220384439,-0.40357136905834823,-0.6047701743855146,60,54,19
-1.1602957781647831,-0.5309888298439571,-0.6907711749268314,83,58,23
0.022557682212893206,-0.03299316551457568,-0.08601082758577248,83,57,19
-1.6970061500834908,-2.448168243902142,-0.2714019593592754,40,72,77
-1.302815586088928,-2.441744724018617,-0.4283609164347487,23,72,84
-1.5265837196952996,-2.519273516426849,-0.6354310041362667,39,58,85
-1.332949582810654,-2.5079433672487115,-0.2721434451216159,22,72,85
-1.4314229037608823,-2.332474480431194,-0.4404346872075571,36,67,77
-1.0203177148099263,-2.519398238159566,-0.1961915096524042,32,73,81
-0.9801141483031471,-2.465258299809505,-0.524161864992005,58,70,84
-1.6357957669103484,-2.369068654915533,-0.37939699795635734,59,70,84
-1.469032665467652,-2.362105121355186,-0.3933629529777577,42,62,75
-1.5019011516840552,-2.388817681663049,-0.3908930211267769,28,74,81
-0.9130704474869652,-2.34276735532829,-0.18037478657802206,58,66,79
-1.2155625643398558,-2.5273830307268232,-0.5255716305040141,43,66,79
-1.1462097090373895,-2.551092197006538,-0.4458660220054427,58,63,81
-1.3119739694932329,-2.3346169550865286,-0.4140942698051724,23,62,85
-1.4654282115134178,-2.5505058078615988,-0.6057195475555535,27,62,77
-1.360292271380217,-2.3496289815536686,-0.5802717895339171,28,72,84
-0.9128164375700735,-2.3191619639636203,-0.5451965860960446,50,56,76
-1.053744594209781,-2.4748211130801403,-0.38110687377744673,39,71,84
-1.6070440625470417,-2.5035474171009504,-0.664177889323739,25,78,76
-0.9339191970777851,-2.5679177129141144,-0.23662134734701792,31,70,77
-1.6851543983669022,-2.486038929810085,-0.5851862449690686,26,80,83
-1.0909099121408183,-2.532441418311525,-0.3224008987763671,25,68,77
-1.5889318113010522,-2.5375414901757085,-0.2575833620207336,31,78,76
-1.2830550960076699,-2.383198439160308,-0.3263965991604884,60,68,83
-1.3905084630602353,-2.347916861682179,-0.5553508617545934,59,62,83
-1.6691391476733444,-2.5633605326959534,-0.56668436050447,22,67,78
-1.4476843126708796,-2.4620681958447004,-0.5203154642009966,36,65,80
-1.300911369967296,-2.372753234512488,-0.1593155375276875,59,60,84
-1.6739198120338292,-2.444680583260284,-0.3588546162569413,54,77,85
-1.6075047055165874,-2.4057611916123047,-0.4466767240375675,43,68,81
-0.9975560954371772,-2.5708423289373568,-0.358612476973894,28,76,82
-1.6577244028388525,-2.50063835091692,-0.4893512993325605,42,79,85
-1.1703135761086156,-2.3379355249294336,-0.2129902261671661,32,60,83
-1.53433629514524,-2.353683277761351,-0.4939212931939794,22,78,76
-1.3423975724825041,-2.4877541320647603,-0.24992697025501204,31,79,75
-1.6081139816695103,-2.4681812014508444,-0.18405947356407076,28,58,81
-1.3609119512831473,-2.4214168813273513,-0.4051601968222492,57,58,77
-1.3748757669654126,-2.4845981876984897,-0.39595245153728353,49,55,78
-1.4578620127165998,-2.3270126012050785,-0.3588049919870578,46,76,77
-1.3440259519476223,-2.5277966774752967,-0.47174975089112353,54,61,77
-1.3759147414993818,-2.4113327279343513,-0.46474204978712563,38,60,76
-1.0368273836242325,-2.4523404735012013,-0.3859996659024243,59,55,79
-1.4291162025606263,-2.4639175619611438,-0.5995550260682068,36,76,75
-1.6683368066012036,-2.433973135237491,-0.5583203679453771,57,68,81
-1.2336024140189585,-2.502709958163929,-0.33151623770676114,35,66,81
-1.5185454490135109,-2.5701576512588713,-0.329230549641638,35,64,78
-1.2173285293001421,-2.392176977510646,-0.5065327996640563,52,60,79
-1.2815456535084193,-2.540994518595929,-0.25197654460079133,27,76,83
-1.2864572783066335,-2.435892906472171,-0.5090943181541648,57,60,84
-1.606132605554227,-2.4494219494639666,-0.31690947159294264,52,68,78
-1.2263914459033016,-2.358689129154917,-0.4224702934719795,43,79,79
-1.0725224484238105,-2.3291773709118613,-0.45869230283972756,44,74,85
-1.6421145092673048,-2.5305876175347657,-0.5075129048833589,24,55,78
-1.6024644056686737,-2.5159070027439125,-0.555437079475959,29,77,75
-1.470370435227784,-2.550948137261599,-0.23091050487047274,20,60,78
-1.5884706389589984,-2.4603138494350922,-0.46672714033663143,56,67,78
